COMMENT,ORIGINATOR,NORAD_CAT_ID,OBJECT_NAME,OBJECT_TYPE,CLASSIFICATION_TYPE,INTLDES,EPOCH,EPOCH_MICROSECONDS,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,FILE,TLE_LINE0,TLE_LINE1,TLE_LINE2,OBJECT_ID,OBJECT_NUMBER,SEMIMAJOR_AXIS,PERIOD,APOGEE,PERIGEE
"GENERATED VIA SPACETRACK.ORG API","JSPOC","23845","SL-12 R/B(2)","ROCKET BODY","U","96021D","2016-01-09 00:04:35","113152","1.64342461","0.4033576","7.2569","87.972","186.127","296.868","0","999","11857","0","-1.05e-06","0","1977968","0 SL-12 R/B(2)","1 23845U 96021D   16009.00318418 -.00000105  00000-0  00000+0 0  9997","2 23845   7.2569  87.9720 4033576 186.1270 296.8680  1.64342461118571","1996-021D","23845","30332.065","876.219","36188.599","11719.261"
"GENERATED VIA SPACETRACK.ORG API","JSPOC","11736","SL-8 R/B","ROCKET BODY","U","80022B","2016-01-09 00:04:44","641344","13.76402111","0.003434","82.9416","188.2757","122.0501","349.4578","0","999","79850","-4.6375e-05","-3e-07","0","1977977","0 SL-8 R/B","1 11736U 80022B   16009.00329446 -.00000030  00000-0 -46375-4 0  9998","2 11736  82.9416 188.2757 0034340 122.0501 349.4578 13.76402111798508","1980-022B","11736","7354.812","104.620","1001.934","951.421"
"GENERATED VIA SPACETRACK.ORG API","JSPOC","23201","ARIANE 44LP+ R/B","ROCKET BODY","U","94049C","2016-01-09 00:05:24","534816","2.35507754","0.7187808","6.8041","205.848","269.362","15.5037","0","999","17782","0.00096391","7.89e-06","0","1978726","0 ARIANE 44LP+ R/B","1 23201U 94049C   16009.00375619 +.00000789 +00000-0 +96391-3 0  9996","2 23201 006.8041 205.8480 7187808 269.3620 015.5037 02.35507754177827","1994-049C","23201","23863.365","611.444","34637.760","332.701"
"GENERATED VIA SPACETRACK.ORG API","JSPOC","32956","COSMOS 2439","PAYLOAD","U","08025D","2016-01-09 00:05:29","391360","12.42993923","0.0020727","82.5039","207.1823","355.8317","4.259","0","999","34617","-5.2821e-06","9e-08","0","1978035","0 COSMOS 2439","1 32956U 08025D   16009.00381240  .00000009  00000-0 -52821-5 0  9997","2 32956  82.5039 207.1823 0020727 355.8317   4.2590 12.42993923346172","2008-025D","32956","7872.074","115.849","1510.255","1477.622"
"GENERATED VIA SPACETRACK.ORG API","JSPOC","37777","ARIANE 5 R/B","ROCKET BODY","U","11041C","2016-01-09 00:05:36","31200","2.37943865","0.7204371","1.5774","168.8429","97.4592","341.7421","0","999","3760","0.0013019","5.029e-05","0","1977901","0 ARIANE 5 R/B","1 37777U 11041C   16009.00388925  .00005029  00000-0  13019-2 0  9991","2 37777   1.5774 168.8429 7204371  97.4592 341.7421  2.37943865 37600","2011-041C","37777","23700.208","605.184","34396.582","247.564"
"GENERATED VIA SPACETRACK.ORG API","JSPOC","17296","SL-14 R/B","ROCKET BODY","U","87003B","2016-01-09 00:05:51","505440","14.83072522","0.0019915","82.5301","155.9473","148.3614","211.8803","0","999","56527","2.1147e-05","1.97e-06","0","1977922","0 SL-14 R/B","1 17296U 87003B   16009.00406835  .00000197  00000-0  21147-4 0  9991","2 17296  82.5301 155.9473 0019915 148.3614 211.8803 14.83072522565274","1987-003B","17296","6997.779","97.095","633.580","605.708"
"GENERATED VIA SPACETRACK.ORG API","JSPOC","10581","COSMOS 976","PAYLOAD","U","78005A","2016-01-09 00:06:55","896768","12.51243164","0.0004533","74.0328","312.4556","53.0541","17.249","0","999","73562","-7.815e-05","-2.8e-07","0","1977992","0 COSMOS 976","1 10581U 78005A   16009.00481362 -.00000028  00000-0 -78150-4 0  9992","2 10581  74.0328 312.4556 0004533  53.0541  17.2490 12.51243164735625","1978-005A","10581","7837.436","115.085","1462.854","1455.748"
"GENERATED VIA SPACETRACK.ORG API","JSPOC","33207","ECHOSTAR 11","PAYLOAD","U","08035A","2016-01-09 00:07:50","649312","1.00269484","0.0003353","0.0312","43.2462","263.2206","53.5023","0","999","2743","0","-5e-07","0","1978363","0 ECHOSTAR 11","1 33207U 08035A   16009.00544733 -.00000050  00000-0  00000+0 0  9998","2 33207   0.0312  43.2462 0003353 263.2206  53.5023  1.00269484 27437","2008-035A","33207","42165.377","1436.129","35801.380","35773.103"
"GENERATED VIA SPACETRACK.ORG API","JSPOC","33207","ECHOSTAR 11","PAYLOAD","U","08035A","2016-01-09 00:07:50","649312","1.00269484","0.0003353","0.0312","43.2462","263.2206","53.5023","0","999","1304","0","-5e-07","0","1978726","0 ECHOSTAR 11","1 33207U 08035A   16009.00544733 -.00000050 +00000-0 +00000-0 0  9999","2 33207 000.0312 043.2462 0003353 263.2206 053.5023 01.00269484013049","2008-035A","33207","42165.377","1436.129","35801.380","35773.103"
"GENERATED VIA SPACETRACK.ORG API","JSPOC","27426","DIRECTV 5 (TEMPO 1)","PAYLOAD","U","02023A","2016-01-09 00:08:24","410112","1.00272239","0.0003375","0.0191","62.0924","231.384","66.4846","0","999","5008","0","-5e-07","0","1978099","0 DIRECTV 5 (TEMPO 1)","1 27426U 02023A   16009.00583808 -.00000050  00000-0  00000+0 0  9991","2 27426   0.0191  62.0924 0003375 231.3840  66.4846  1.00272239 50089","2002-023A","27426","42164.604","1436.090","35800.700","35772.239"
"GENERATED VIA SPACETRACK.ORG API","JSPOC","25400","SL-16 R/B","ROCKET BODY","U","98043G","2016-01-09 00:09:00","136512","14.25364879","0.0010577","98.4158","330.1735","38.7199","321.4737","0","999","91025","1.7834e-05","0","0","1977971","0 SL-16 R/B","1 25400U 98043G   16009.00625158  .00000000  00000-0  17834-4 0  9995","2 25400  98.4158 330.1735 0010577  38.7199 321.4737 14.25364879910250","1998-043G","25400","7185.403","101.026","814.868","799.668"
"GENERATED VIA SPACETRACK.ORG API","JSPOC","20266","SL-12 R/B(2)","ROCKET BODY","U","89081D","2016-01-09 00:09:07","510752","1.0061914","0.0023184","14.7514","6.7444","20.7806","340.3675","0","999","8099","0","-1.71e-06","0","1977910","0 SL-12 R/B(2)","1 20266U 89081D   16009.00633693 -.00000171  00000-0  00000+0 0  9997","2 20266  14.7514   6.7444 0023184  20.7806 340.3675  1.00619140 80992","1989-081D","20266","42067.635","1431.139","35787.030","35591.971"
"GENERATED VIA SPACETRACK.ORG API","JSPOC","32792","RUBIN 8/PSLV","PAYLOAD","U","08021K","2016-01-09 00:09:30","856896","14.79218608","0.0029284","97.6796","3.3103","115.2039","245.2214","0","999","41492","4.6241e-05","2.96e-06","0","1977999","0 RUBIN 8/PSLV","1 32792U 08021K   16009.00660714  .00000296  00000-0  46241-4 0  9992","2 32792  97.6796   3.3103 0029284 115.2039 245.2214 14.79218608414921","2008-021K","32792","7009.928","97.348","652.321","611.265"
"GENERATED VIA SPACETRACK.ORG API","JSPOC","6985","COSMOS 617","PAYLOAD","U","73104A","2016-01-09 00:10:26","894208","12.63470016","0.0096245","74.0265","194.1366","188.8682","289.9067","0","999","93991","7.0306e-05","-4e-08","0","1977934","0 COSMOS 617","1 06985U 73104A   16009.00725572 -.00000004  00000-0  70306-4 0  9992","2 06985  74.0265 194.1366 0096245 188.8682 289.9067 12.63470016939913","1973-104A","6985","7786.791","113.971","1483.600","1333.712"
"GENERATED VIA SPACETRACK.ORG API","JSPOC","10998","SL-6 R/B(2)","ROCKET BODY","U","78066D","2016-01-09 00:11:21","273504","1.99914683","0.6178423","67.2915","41.9085","48.7891","350.2469","0","999","27408","0","-6.99e-06","0","1977953","0 SL-6 R/B(2)","1 10998U 78066D   16009.00788511 -.00000699  00000-0  00000+0 0  9994","2 10998  67.2915  41.9085 6178423  48.7891 350.2469  1.99914683274084","1978-066D","10998","26617.793","720.307","36685.256","3794.059"
"GENERATED VIA SPACETRACK.ORG API","JSPOC","2412","ERS 15","PAYLOAD","U","66077C","2016-01-09 00:11:37","964256","8.59067649","0.0015432","90.1578","241.7862","276.1693","83.74","0","999","6307","0","2e-08","0","1978726","0 ERS 15","1  2412U 66077C   16009.00807829 +.00000002 +00000-0 +00000-0 0  9997","2  2412 090.1578 241.7862 0015432 276.1693 083.7400 08.59067649063072","1966-077C","2412","10070.482","167.623","3707.887","3676.806"
"GENERATED VIA SPACETRACK.ORG API","JSPOC","37602","TELSTAR 14R","PAYLOAD","U","11021A","2016-01-09 00:12:20","441088","1.00271276","0.0002269","0.0149","20.4134","264.9269","122.7189","0","999","1756","0","-2.74e-06","0","1977989","0 TELSTAR 14R","1 37602U 11021A   16009.00856992 -.00000274  00000-0  00000+0 0  9991","2 37602   0.0149  20.4134 0002269 264.9269 122.7189  1.00271276 17560","2011-021A","37602","42164.874","1436.104","35796.306","35777.172"
"GENERATED VIA SPACETRACK.ORG API","JSPOC","10987","RADUGA 4","PAYLOAD","U","78073A","2016-01-09 00:12:37","422144","1.00342473","0.0012588","12.9387","325.3297","272.4584","292.1927","0","999","8136","0","3.5e-07","0","1977928","0 RADUGA 4","1 10987U 78073A   16009.00876646  .00000035  00000-0  00000+0 0  9990","2 10987  12.9387 325.3297 0012588 272.4584 292.1927  1.00342473 81368","1978-073A","10987","42144.927","1435.085","35819.844","35713.740"
"GENERATED VIA SPACETRACK.ORG API","JSPOC","10589","COSMOS 982","PAYLOAD","U","78005G","2016-01-09 00:13:02","601696","12.44088616","0.003291","74.0278","197.157","171.5316","305.0994","0","999","72571","0.00010376","-1e-08","0","1978013","0 COSMOS 982","1 10589U 78005G   16009.00905789 -.00000001  00000-0  10376-3 0  9999","2 10589  74.0278 197.1570 0032910 171.5316 305.0994 12.44088616725714","1978-005G","10589","7867.455","115.747","1515.212","1463.428"
"GENERATED VIA SPACETRACK.ORG API","JSPOC","37138","COSMOS 2465 (GLONASS)","PAYLOAD","U","10041B","2016-01-09 00:13:51","820320","2.13102688","0.0033438","64.9211","322.1907","171.8597","31.2131","0","999","4165","0","-4e-07","0","1977972","0 COSMOS 2465 (GLONASS)","1 37138U 10041B   16009.00962755 -.00000040  00000-0  00000+0 0  9992","2 37138  64.9211 322.1907 0033438 171.8597  31.2131  2.13102688 41658","2010-041B","37138","25507.969","675.730","19215.128","19044.540"
"GENERATED VIA SPACETRACK.ORG API","JSPOC","8421","SL-8 R/B","ROCKET BODY","U","75103B","2016-01-09 00:14:07","661760","13.76691769","0.0021746","82.9716","186.4699","268.5589","209.9628","0","999","1679","8.5965e-05","1e-06","0","1977934","0 SL-8 R/B","1 08421U 75103B   16009.00981090  .00000100  00000-0  85965-4 0  9992","2 08421  82.9716 186.4699 0021746 268.5589 209.9628 13.76691769 16790","1975-103B","8421","7353.781","104.598","991.637","959.654"
"GENERATED VIA SPACETRACK.ORG API","JSPOC","27402","ARIANE 44L R/B","ROCKET BODY","U","02015D","2016-01-09 00:14:10","3200","2.47931559","0.7082529","3.8203","354.8538","215.1886","66.6484","0","999","12100","0.00024377","4.9e-06","0","1977950","0 ARIANE 44L R/B","1 27402U 02015D   16009.00983800  .00000490  00000-0  24377-3 0  9996","2 27402   3.8203 354.8538 7082529 215.1886  66.6484  2.47931559121006","2002-015D","27402","23059.362","580.805","33013.088","349.367"
"GENERATED VIA SPACETRACK.ORG API","JSPOC","17191","COSMOS 1805","PAYLOAD","U","86097A","2016-01-09 00:15:24","22080","15.1075344","0.0005683","82.4757","186.3623","82.6086","277.5789","0","999","58432","6.8615e-05","1.167e-05","0","1977961","0 COSMOS 1805","1 17191U 86097A   16009.01069470  .00001167  00000-0  68615-4 0  9997","2 17191  82.4757 186.3623 0005683  82.6086 277.5789 15.10753440584322","1986-097A","17191","6912.037","95.316","537.831","529.974"
"GENERATED VIA SPACETRACK.ORG API","JSPOC","35752","NAVSTAR 64 (USA 206)","PAYLOAD","U","09043A","2016-01-09 00:17:05","638848","2.00558902","0.0044794","54.2255","180.8071","25.3473","8.4138","0","999","4688","0","7.7e-07","0","1978176","0 NAVSTAR 64 (USA 206)","1 35752U 09043A   16009.01187082  .00000077  00000-0  00000+0 0  9994","2 35752  54.2255 180.8071 0044794  25.3473   8.4138  2.00558902 46885","2009-043A","35752","26560.762","717.993","20301.604","20063.651"
"GENERATED VIA SPACETRACK.ORG API","JSPOC","27465","COSMOS 2391","PAYLOAD","U","02036B","2016-01-09 00:18:27","730944","12.44869986","0.0025425","82.4802","206.5085","316.4329","43.4745","0","999","61374","3.1552e-05","1.4e-07","0","1977962","0 COSMOS 2391","1 27465U 02036B   16009.01282096  .00000014  00000-0  31552-4 0  9994","2 27465  82.4802 206.5085 0025425 316.4329  43.4745 12.44869986613747","2002-036B","27465","7864.163","115.674","1506.022","1466.033"
"GENERATED VIA SPACETRACK.ORG API","JSPOC","23753","SL-6 R/B","ROCKET BODY","U","95072C","2016-01-09 00:18:36","628416","14.26484478","0.0003441","98.8321","329.8324","352.3642","58.3185","0","999","4257","2.5277e-05","1.5e-07","0","1977973","0 SL-6 R/B","1 23753U 95072C   16009.01292394  .00000015  00000-0  25277-4 0  9992","2 23753  98.8321 329.8324 0003441 352.3642  58.3185 14.26484478 42577","1995-072C","23753","7181.642","100.947","805.979","801.036"
"GENERATED VIA SPACETRACK.ORG API","JSPOC","26486","SL-12 R/B(2)","ROCKET BODY","U","00051D","2016-01-09 00:18:49","150368","1.45766875","0.6577086","62.666","158.5065","267.1358","101.4889","0","999","8167","0","2.61e-06","0","1978726","0 SL-12 R/B(2)","1 26486U 00051D   16009.01306887 +.00000261 +00000-0 +00000-0 0  9990","2 26486 062.6660 158.5065 6577086 267.1358 101.4889 01.45766875081677","2000-051D","26486","32857.103","987.878","48089.368","4868.569"
"GENERATED VIA SPACETRACK.ORG API","JSPOC","4790","SL-12 R/B(AUX MOTOR)","ROCKET BODY","U","70103C","2016-01-09 00:19:24","258144","9.05044237","0.1786765","51.5938","322.6698","112.8442","335.5818","0","999","49124","0.0037099","2.9e-07","0","1977898","0 SL-12 R/B(AUX MOTOR)","1 04790U 70103C   16009.01347521  .00000029  00000-0  37099-2 0  9991","2 04790  51.5938 322.6698 1786765 112.8442 335.5818  9.05044237491248","1970-103C","4790","9726.471","159.108","5086.227","1610.444"
"GENERATED VIA SPACETRACK.ORG API","JSPOC","23204","COSMOS 2289 (GLONASS)","PAYLOAD","U","94050B","2016-01-09 00:19:31","925280","2.13101754","0.0010406","66.481","326.9134","325.664","34.2629","0","999","16665","0","-3.8e-07","0","1977969","0 COSMOS 2289 (GLONASS)","1 23204U 94050B   16009.01356395 -.00000038  00000-0  00000+0 0  9998","2 23204  66.4810 326.9134 0010406 325.6640  34.2629  2.13101754166657","1994-050B","23204","25508.044","675.733","19156.452","19103.365"
"GENERATED VIA SPACETRACK.ORG API","JSPOC","23204","COSMOS 2289 (GLONASS)","PAYLOAD","U","94050B","2016-01-09 00:19:31","936512","2.13101748","0.0010404","66.481","326.9135","325.6933","34.2337","0","999","16643","0","-3.8e-07","0","1978726","0 COSMOS 2289 (GLONASS)","1 23204U 94050B   16009.01356408 -.00000038 +00000-0 +00000-0 0  9994","2 23204 066.4810 326.9135 0010404 325.6933 034.2337 02.13101748166436","1994-050B","23204","25508.044","675.733","19156.448","19103.370"
"GENERATED VIA SPACETRACK.ORG API","JSPOC","27944","LARETS","PAYLOAD","U","03042F","2016-01-09 00:19:40","357056","14.63122233","0.0013401","97.8939","159.6035","116.6198","243.6351","0","999","65594","1.4177e-05","2.8e-07","0","1977905","0 LARETS","1 27944U 03042F   16009.01366154  .00000028  00000-0  14177-4 0  9991","2 27944  97.8939 159.6035 0013401 116.6198 243.6351 14.63122233655943","2003-042F","27944","7061.247","98.419","692.575","673.649"
"GENERATED VIA SPACETRACK.ORG API","JSPOC","27616","SL-6 R/B(2)","ROCKET BODY","U","02059D","2016-01-09 00:19:53","511456","2.05402912","0.7437042","63.0223","312.6515","246.2052","23.8727","0","999","9778","0.00016208","1.047e-05","0","1978726","0 SL-6 R/B(2)","1 27616U 02059D   16009.01381379 +.00001047 +00000-0 +16208-3 0  9998","2 27616 063.0223 312.6515 7437042 246.2052 023.8727 02.05402912097786","2002-059D","27616","26141.516","701.061","39204.937","321.825"
"GENERATED VIA SPACETRACK.ORG API","JSPOC","15624","COSMOS 1642","PAYLOAD","U","85023H","2016-01-09 00:20:18","17088","12.56334907","0.0051551","74.0527","205.894","239.2572","235.1157","0","999","41292","9.3156e-05","-1e-08","0","1977907","0 COSMOS 1642","1 15624U 85023H   16009.01409742 -.00000001  00000-0  93156-4 0  9999","2 15624  74.0527 205.8940 0051551 239.2572 235.1157 12.56334907412922","1985-023H","15624","7816.246","114.619","1478.404","1397.817"
"GENERATED VIA SPACETRACK.ORG API","JSPOC","21855","COSMOS 2179 (GLONASS)","PAYLOAD","U","92005C","2016-01-09 00:20:33","139680","2.13103153","0.0007414","64.0445","201.304","206.8225","102.7714","0","999","18610","0","1.09e-06","0","1978726","0 COSMOS 2179 (GLONASS)","1 21855U 92005C   16009.01427245 +.00000109 +00000-0 +00000-0 0  9998","2 21855 064.0445 201.3040 0007414 206.8225 102.7714 02.13103153186104","1992-005C","21855","25507.932","675.729","19148.709","19110.885"
"GENERATED VIA SPACETRACK.ORG API","JSPOC","25885","GLOBALSTAR M054","PAYLOAD","U","99043C","2016-01-09 00:21:03","70368","11.39152648","0.000269","52.0112","204.2922","316.1642","205.861","0","999","72651","0.00043461","-5.4e-07","0","1977946","0 GLOBALSTAR M054","1 25885U 99043C   16009.01461887 -.00000054  00000-0  43461-3 0  9995","2 25885  52.0112 204.2922 0002690 316.1642 205.8610 11.39152648726515","1999-043C","25885","8343.479","126.409","1967.589","1963.100"
"GENERATED VIA SPACETRACK.ORG API","JSPOC","39249","GONETS M 05","PAYLOAD","U","13048A","2016-01-09 00:21:34","726464","12.42879875","0.0015586","82.4797","199.8787","245.8219","114.1238","0","999","10546","0.0001","2.4e-07","0","1977923","0 GONETS M 05","1 39249U 13048A   16009.01498526  .00000024  00000-0  10000-3 0  9994","2 39249  82.4797 199.8787 0015586 245.8219 114.1238 12.42879875105460","2013-048A","39249","7872.555","115.859","1506.690","1482.150"
"GENERATED VIA SPACETRACK.ORG API","JSPOC","13761","COSMOS 1429","PAYLOAD","U","83002A","2016-01-09 00:22:07","884192","12.43389413","0.0032683","74.0213","192.435","29.3695","132.7439","0","999","49679","4.9411e-05","-9e-08","0","1977905","0 COSMOS 1429","1 13761U 83002A   16009.01536903 -.00000009  00000-0  49411-4 0  9997","2 13761  74.0213 192.4350 0032683  29.3695 132.7439 12.43389413496799","1983-002A","13761","7870.404","115.812","1517.992","1466.546"
"GENERATED VIA SPACETRACK.ORG API","JSPOC","39271","CUSAT 2/FALCON 9","PAYLOAD","U","13055G","2016-01-09 00:22:27","316416","14.27209044","0.0673438","80.9699","189.0083","305.9664","48.0823","0","999","11741","0.00022788","8.216e-05","0","1977992","0 CUSAT 2/FALCON 9","1 39271U 13055G   16009.01559394  .00008216  00000-0  22788-3 0  9995","2 39271  80.9699 189.0083 0673438 305.9664  48.0823 14.27209044117410","2013-055G","39271","7179.212","100.896","1284.552","317.601"
"GENERATED VIA SPACETRACK.ORG API","JSPOC","1361","LCS 1","PAYLOAD","U","65034C","2016-01-09 00:22:45","622848","9.89289276","0.0007487","32.1373","228.3624","337.3707","22.646","0","999","83270","0.0022327","2.5e-07","0","1977930","0 LCS 1","1 01361U 65034C   16009.01580582  .00000025  00000-0  22327-2 0  9999","2 01361  32.1373 228.3624 0007487 337.3707  22.6460  9.89289276832705","1965-034C","1361","9166.136","145.559","2794.863","2781.138"
"GENERATED VIA SPACETRACK.ORG API","JSPOC","40109","YAOGAN 20A","PAYLOAD","U","14047A","2016-01-09 00:23:29","345568","13.45149644","0.0049493","63.4039","101.6458","2.5113","357.6162","0","999","6966","0","-9e-07","0","1978023","0 YAOGAN 20A","1 40109U 14047A   16009.01631187 -.00000090  00000-0  00000+0 0  9992","2 40109  63.4039 101.6458 0049493   2.5113 357.6162 13.45149644 69665","2014-047A","40109","7468.294","107.051","1127.122","1053.196"
"GENERATED VIA SPACETRACK.ORG API","JSPOC","40110","YAOGAN 20B","PAYLOAD","U","14047B","2016-01-09 00:23:44","885472","13.45149606","0.0049406","63.402","102.5295","2.6714","357.457","0","999","6964","0","-9e-07","0","1978023","0 YAOGAN 20B","1 40110U 14047B   16009.01649173 -.00000090  00000-0  00000+0 0  9998","2 40110  63.4020 102.5295 0049406   2.6714 357.4570 13.45149606 69645","2014-047B","40110","7468.294","107.051","1127.057","1053.261"
"GENERATED VIA SPACETRACK.ORG API","JSPOC","27844","CUTE-1","PAYLOAD","U","03031E","2016-01-09 00:24:11","539008","14.21898851","0.0010689","98.6941","19.5984","68.5404","291.6912","0","999","64968","8.2737e-05","1.39e-06","0","1977986","0 CUTE-1","1 27844U 03031E   16009.01680022  .00000139  00000-0  82737-4 0  9991","2 27844  98.6941  19.5984 0010689  68.5404 291.6912 14.21898851649681","2003-031E","27844","7197.075","101.273","826.633","811.247"
"GENERATED VIA SPACETRACK.ORG API","JSPOC","29237","BLOCK DM-SL R/B","ROCKET BODY","U","06023B","2016-01-09 00:26:07","463616","2.1588675","0.6607221","0.8512","359.1201","171.291","358.7891","0","999","7540","0","-8.4e-07","0","1977939","0 BLOCK DM-SL R/B","1 29237U 06023B   16009.01814194 -.00000084  00000-0  00000+0 0  9990","2 29237   0.8512 359.1201 6607221 171.2910 358.7891  2.15886750 75406","2006-023B","29237","25288.196","667.016","35618.530","2201.591"
"GENERATED VIA SPACETRACK.ORG API","JSPOC","39035","MEXSAT 3","PAYLOAD","U","12075B","2016-01-09 00:27:07","593696","1.00271907","0.0002077","0.0181","145.246","140.6221","74.1056","0","999","1125","0","-1.9e-07","0","1978098","0 MEXSAT 3","1 39035U 12075B   16009.01883789 -.00000019  00000-0  00000+0 0  9995","2 39035   0.0181 145.2460 0002077 140.6221  74.1056  1.00271907 11255","2012-075B","39035","42164.697","1436.095","35795.320","35777.805"
